year,destination_city,destination_district,destination_village,origin_province,origin_city,total_migrants
2025,Kota Adm. Jakarta Pusat,Gambir,Cideng,Jawa Barat,Bandung,4
2025,Kota Adm. Jakarta Pusat,Gambir,Cideng,Jawa Barat,Bogor,8
2025,Kota Adm. Jakarta Pusat,Gambir,Cideng,Jawa Barat,Ciamis,1
2025,Kota Adm. Jakarta Pusat,Gambir,Cideng,Jawa Barat,Karawang,1
2025,Kota Adm. Jakarta Pusat,Gambir,Cideng,Jawa Barat,Kota Bandung,3
2025,Kota Adm. Jakarta Pusat,Gambir,Cideng,Jawa Barat,Kota Bekasi,2
2025,Kota Adm. Jakarta Pusat,Gambir,Cideng,Jawa Barat,Kota Bogor,1
2025,Kota Adm. Jakarta Pusat,Gambir,Cideng,Jawa Barat,Kota Cirebon,1
2025,Kota Adm. Jakarta Pusat,Gambir,Cideng,Jawa Barat,Kota Depok,3
2025,Kota Adm. Jakarta Pusat,Gambir,Cideng,Jawa Barat,Kuningan,4
2025,Kota Adm. Jakarta Pusat,Gambir,Cideng,Jawa Barat,Sumedang,2
2025,Kota Adm. Jakarta Pusat,Gambir,Cideng,Jawa Tengah,Banjarnegara,1
2025,Kota Adm. Jakarta Pusat,Gambir,Cideng,Jawa Tengah,Banyumas,1
2025,Kota Adm. Jakarta Pusat,Gambir,Cideng,Jawa Tengah,Brebes,1
2025,Kota Adm. Jakarta Pusat,Gambir,Cideng,Jawa Tengah,Cilacap,1
2025,Kota Adm. Jakarta Pusat,Gambir,Cideng,Jawa Tengah,Grobogan,1
2025,Kota Adm. Jakarta Pusat,Gambir,Cideng,Jawa Tengah,Karanganyar,1
2025,Kota Adm. Jakarta Pusat,Gambir,Cideng,Jawa Tengah,Kendal,1
2025,Kota Adm. Jakarta Pusat,Gambir,Cideng,Jawa Tengah,Klaten,1
2025,Kota Adm. Jakarta Pusat,Gambir,Cideng,Jawa Tengah,Kota Pekalongan,1
2025,Kota Adm. Jakarta Pusat,Gambir,Cideng,Jawa Tengah,Kota Semarang,1
2025,Kota Adm. Jakarta Pusat,Gambir,Cideng,Jawa Tengah,Pemalang,2
2025,Kota Adm. Jakarta Pusat,Gambir,Cideng,Jawa Tengah,Tegal,2
2025,Kota Adm. Jakarta Pusat,Gambir,Cideng,Jawa Timur,Bangkalan,2
2025,Kota Adm. Jakarta Pusat,Gambir,Cideng,Jawa Timur,Jombang,1
2025,Kota Adm. Jakarta Pusat,Gambir,Cideng,Jawa Timur,Kota Malang,1
2025,Kota Adm. Jakarta Pusat,Gambir,Cideng,Jawa Timur,Kota Surabaya,2
2025,Kota Adm. Jakarta Pusat,Gambir,Cideng,Jawa Timur,Magetan,1
2025,Kota Adm. Jakarta Pusat,Gambir,Cideng,Jawa Timur,Mojokerto,1
2025,Kota Adm. Jakarta Pusat,Gambir,Cideng,Kalimantan Barat,Kubu Raya,1
2025,Kota Adm. Jakarta Pusat,Gambir,Cideng,Kep. Bangka Belitung,Bangka Tengah,1
2025,Kota Adm. Jakarta Pusat,Gambir,Cideng,Lampung,Kota Bandar Lampung,3
2025,Kota Adm. Jakarta Pusat,Gambir,Cideng,Lampung,Lampung Tengah,4
2025,Kota Adm. Jakarta Pusat,Gambir,Cideng,Lampung,Lampung Timur,1
2025,Kota Adm. Jakarta Pusat,Gambir,Cideng,Lampung,Pringsewu,1
2025,Kota Adm. Jakarta Pusat,Gambir,Cideng,Lampung,Tanggamus,7
2025,Kota Adm. Jakarta Pusat,Gambir,Cideng,Lampung,Tulang Bawang,1
2025,Kota Adm. Jakarta Pusat,Gambir,Cideng,Riau,Kampar,1
2025,Kota Adm. Jakarta Pusat,Gambir,Cideng,Riau,Kota Pekanbaru,1
2025,Kota Adm. Jakarta Pusat,Gambir,Cideng,Sulawesi Selatan,Bone,1
2025,Kota Adm. Jakarta Pusat,Gambir,Cideng,Sulawesi Utara,Kota Manado,1
2025,Kota Adm. Jakarta Pusat,Gambir,Cideng,Sumatera Barat,Agam,1
2025,Kota Adm. Jakarta Pusat,Gambir,Cideng,Sumatera Barat,Kota Padang,3
2025,Kota Adm. Jakarta Pusat,Gambir,Cideng,Sumatera Barat,Padang Pariaman,1
2025,Kota Adm. Jakarta Pusat,Gambir,Cideng,Sumatera Barat,Solok,1
2025,Kota Adm. Jakarta Pusat,Gambir,Cideng,Sumatera Selatan,Kota Palembang,4
2025,Kota Adm. Jakarta Pusat,Gambir,Cideng,Sumatera Utara,Humbang Hasundutan,1
2025,Kota Adm. Jakarta Pusat,Gambir,Cideng,Sumatera Utara,Kota Medan,1
2025,Kota Adm. Jakarta Pusat,Gambir,Cideng,Sumatera Utara,Tapanuli Utara,2
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Bali,Tabanan,2
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Banten,Kota Tangerang,5
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Banten,Kota Tangerang Selatan,7
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Banten,Pandeglang,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Sulawesi Utara,Minahasa,2
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Sumatera Barat,Kota Padang,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Sumatera Barat,Kota Payakumbuh,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Sumatera Barat,Tanah Datar,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Sumatera Selatan,Ogan Ilir,3
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Sumatera Utara,Dairi,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Sumatera Utara,Deli Serdang,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Sumatera Utara,Kota Medan,4
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Sumatera Utara,Labuhanbatu,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Sumatera Utara,Nias Barat,3
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Sumatera Utara,Tapanuli Utara,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Aceh,Aceh Besar,4
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Aceh,Kota Banda Aceh,2
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Aceh,Kota Subulussalam,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Aceh,Pidie,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Bali,Tabanan,2
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Banten,Kota Serang,2
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Banten,Kota Tangerang,8
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Banten,Kota Tangerang Selatan,3
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Banten,Lebak,6
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Banten,Pandeglang,3
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Banten,Tangerang,6
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Bengkulu,Bengkulu Utara,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Bengkulu,Kaur,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Bengkulu,Kota Bengkulu,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Daerah Istimewa Yogyakarta,Sleman,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Jambi,Kota Sungai Penuh,2
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Jawa Barat,Bandung,4
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Jawa Barat,Bandung Barat,5
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Jawa Barat,Bekasi,4
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Jawa Barat,Bogor,19
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Jawa Barat,Ciamis,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Jawa Barat,Garut,2
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Jawa Barat,Indramayu,2
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Jawa Barat,Karawang,5
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Jawa Barat,Kota Bandung,5
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Jawa Barat,Kota Bekasi,9
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Jawa Barat,Kota Bogor,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Jawa Barat,Kota Cirebon,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Jawa Barat,Kota Depok,5
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Jawa Tengah,Banyumas,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Jawa Tengah,Blora,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Jawa Tengah,Brebes,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Jawa Tengah,Cilacap,3
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Jawa Tengah,Kebumen,2
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Jawa Tengah,Klaten,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Jawa Tengah,Kota Semarang,3
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Jawa Tengah,Kudus,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Jawa Tengah,Pekalongan,6
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Jawa Tengah,Sragen,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Jawa Tengah,Wonogiri,3
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Jawa Timur,Bangkalan,3
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Jawa Timur,Blitar,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Jawa Timur,Kota Madiun,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Jawa Timur,Kota Surabaya,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Jawa Timur,Madiun,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Jawa Timur,Malang,2
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Jawa Timur,Ngawi,4
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Jawa Timur,Pamekasan,6
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Jawa Timur,Sampang,4
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Jawa Timur,Sidoarjo,2
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Jawa Timur,Tuban,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Kalimantan Barat,Kota Pontianak,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Kalimantan Barat,Sintang,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Kalimantan Selatan,Tanah Bumbu,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Kalimantan Timur,Kota Balikpapan,4
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Kalimantan Timur,Mahakam Ulu,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Kalimantan Utara,Kota Tarakan,3
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Kepulauan Riau,Kota Batam,3
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Lampung,Lampung Tengah,3
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Lampung,Mesuji,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Maluku,Kepulauan Tanimbar,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Maluku,Maluku Tengah,4
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Maluku,Maluku Tenggara,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Maluku Utara,Halmahera Barat,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Maluku Utara,Kepulauan Sula,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Maluku Utara,Kota Ternate,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Nusa Tenggara Barat,Lombok Timur,5
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Nusa Tenggara Timur,Ende,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Nusa Tenggara Timur,Sikka,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Papua,Jayapura,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Papua,Kepulauan Yapen,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Riau,Indragiri Hilir,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Sulawesi Selatan,Gowa,3
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Sulawesi Selatan,Kota Makassar,8
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Sulawesi Selatan,Kota Palopo,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Sulawesi Selatan,Pangkajene Kepulauan,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Sulawesi Selatan,Wajo,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Sulawesi Tengah,Morowali Utara,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Sulawesi Tengah,Sigi,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Sulawesi Tenggara,Kolaka,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Sulawesi Utara,Bolaang Mongondow Timur,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Sulawesi Utara,Minahasa,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Sumatera Selatan,Lahat,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Sumatera Selatan,Ogan Komering Ulu Timur,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Sumatera Utara,Asahan,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Sumatera Utara,Deli Serdang,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Sumatera Utara,Kota Medan,5
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Sumatera Utara,Langkat,3
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Sumatera Utara,Mandailing Natal,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Sumatera Utara,Nias Selatan,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Selatan,Sumatera Utara,Nias Utara,1
2025,Kota Adm. Jakarta Pusat,Gambir,Kebon Kelapa,Bali,Jembrana,1
2025,Kota Adm. Jakarta Pusat,Gambir,Kebon Kelapa,Banten,Kota Tangerang,6
2025,Kota Adm. Jakarta Pusat,Gambir,Kebon Kelapa,Banten,Kota Tangerang Selatan,1
2025,Kota Adm. Jakarta Pusat,Gambir,Kebon Kelapa,Bengkulu,Bengkulu Tengah,1
2025,Kota Adm. Jakarta Pusat,Gambir,Kebon Kelapa,Daerah Istimewa Yogyakarta,Kota Yogyakarta,1
2025,Kota Adm. Jakarta Pusat,Gambir,Kebon Kelapa,Jambi,Batanghari,3
2025,Kota Adm. Jakarta Pusat,Gambir,Kebon Kelapa,Jambi,Tanjung Jabung Barat,1
2025,Kota Adm. Jakarta Pusat,Gambir,Kebon Kelapa,Jawa Barat,Bandung Barat,1
2025,Kota Adm. Jakarta Pusat,Gambir,Kebon Kelapa,Jawa Barat,Bekasi,8
2025,Kota Adm. Jakarta Pusat,Gambir,Kebon Kelapa,Jawa Barat,Bogor,4
2025,Kota Adm. Jakarta Pusat,Gambir,Kebon Kelapa,Jawa Barat,Cianjur,1
2025,Kota Adm. Jakarta Pusat,Gambir,Kebon Kelapa,Jawa Barat,Garut,1
2025,Kota Adm. Jakarta Pusat,Gambir,Kebon Kelapa,Jawa Barat,Karawang,4
2025,Kota Adm. Jakarta Pusat,Gambir,Kebon Kelapa,Jawa Barat,Kota Bandung,3
2025,Kota Adm. Jakarta Pusat,Gambir,Kebon Kelapa,Jawa Barat,Kota Bekasi,3
2025,Kota Adm. Jakarta Pusat,Gambir,Kebon Kelapa,Jawa Barat,Kota Cirebon,2
2025,Kota Adm. Jakarta Pusat,Gambir,Kebon Kelapa,Jawa Barat,Kota Depok,5
2025,Kota Adm. Jakarta Pusat,Gambir,Kebon Kelapa,Jawa Barat,Kota Tasikmalaya,4
2025,Kota Adm. Jakarta Pusat,Gambir,Kebon Kelapa,Jawa Barat,Subang,1
2025,Kota Adm. Jakarta Pusat,Gambir,Kebon Kelapa,Jawa Barat,Sukabumi,1
2025,Kota Adm. Jakarta Pusat,Gambir,Kebon Kelapa,Jawa Barat,Tasikmalaya,5
2025,Kota Adm. Jakarta Pusat,Gambir,Kebon Kelapa,Jawa Tengah,Banyumas,1
2025,Kota Adm. Jakarta Pusat,Gambir,Kebon Kelapa,Jawa Tengah,Cilacap,1
2025,Kota Adm. Jakarta Pusat,Gambir,Kebon Kelapa,Jawa Tengah,Kebumen,1
2025,Kota Adm. Jakarta Pusat,Gambir,Kebon Kelapa,Jawa Tengah,Kota Surakarta,1
2025,Kota Adm. Jakarta Pusat,Gambir,Kebon Kelapa,Jawa Tengah,Tegal,3
2025,Kota Adm. Jakarta Pusat,Gambir,Kebon Kelapa,Jawa Tengah,Wonosobo,4
2025,Kota Adm. Jakarta Pusat,Gambir,Kebon Kelapa,Jawa Timur,Jember,1
2025,Kota Adm. Jakarta Pusat,Gambir,Kebon Kelapa,Jawa Timur,Kota Malang,1
2025,Kota Adm. Jakarta Pusat,Gambir,Kebon Kelapa,Jawa Timur,Sampang,6
2025,Kota Adm. Jakarta Pusat,Gambir,Kebon Kelapa,Kalimantan Barat,Kota Singkawang,1
2025,Kota Adm. Jakarta Pusat,Gambir,Kebon Kelapa,Kalimantan Timur,Kota Balikpapan,3
2025,Kota Adm. Jakarta Pusat,Gambir,Kebon Kelapa,Kalimantan Timur,Kota Samarinda,4
2025,Kota Adm. Jakarta Pusat,Gambir,Kebon Kelapa,Lampung,Lampung Utara,1
2025,Kab. Adm. Kep. Seribu,Kepulauan Seribu Utara,Pulau Panggang,Banten,Kota Tangerang,1
2025,Kab. Adm. Kep. Seribu,Kepulauan Seribu Utara,Pulau Panggang,Banten,Lebak,4
2025,Kab. Adm. Kep. Seribu,Kepulauan Seribu Utara,Pulau Panggang,Banten,Pandeglang,4
2025,Kab. Adm. Kep. Seribu,Kepulauan Seribu Utara,Pulau Panggang,Banten,Serang,8
2025,Kab. Adm. Kep. Seribu,Kepulauan Seribu Utara,Pulau Panggang,Banten,Tangerang,5
2025,Kab. Adm. Kep. Seribu,Kepulauan Seribu Utara,Pulau Panggang,Daerah Istimewa Yogyakarta,Sleman,3
2025,Kab. Adm. Kep. Seribu,Kepulauan Seribu Utara,Pulau Panggang,Jawa Barat,Bekasi,1
2025,Kab. Adm. Kep. Seribu,Kepulauan Seribu Utara,Pulau Panggang,Jawa Barat,Bogor,1
2025,Kab. Adm. Kep. Seribu,Kepulauan Seribu Utara,Pulau Panggang,Jawa Barat,Kota Bandung,1
2025,Kab. Adm. Kep. Seribu,Kepulauan Seribu Utara,Pulau Panggang,Jawa Barat,Kota Bekasi,2
2025,Kab. Adm. Kep. Seribu,Kepulauan Seribu Utara,Pulau Panggang,Jawa Barat,Kota Depok,1
2025,Kab. Adm. Kep. Seribu,Kepulauan Seribu Utara,Pulau Panggang,Jawa Barat,Kuningan,1
2025,Kab. Adm. Kep. Seribu,Kepulauan Seribu Utara,Pulau Panggang,Jawa Barat,Subang,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Banten,Serang,3
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Banten,Tangerang,4
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Bengkulu,Bengkulu Tengah,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Gorontalo,Kota Gorontalo,3
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Jambi,Kota Jambi,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Jawa Barat,Bandung,5
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Jawa Barat,Bekasi,4
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Jawa Barat,Bogor,7
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Jawa Barat,Cirebon,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Jawa Barat,Indramayu,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Jawa Barat,Karawang,3
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Jawa Barat,Kota Bandung,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Jawa Barat,Kota Bekasi,7
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Jawa Barat,Kota Bogor,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Jawa Barat,Kota Depok,7
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Jawa Barat,Kota Sukabumi,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Jawa Barat,Kuningan,4
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Jawa Barat,Purwakarta,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Jawa Tengah,Banjarnegara,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Jawa Tengah,Batang,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Jawa Tengah,Brebes,5
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Jawa Tengah,Kota Semarang,2
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Jawa Tengah,Kota Surakarta,4
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Jawa Tengah,Magelang,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Jawa Tengah,Pemalang,7
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Jawa Tengah,Purworejo,5
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Jawa Tengah,Tegal,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Jawa Tengah,Wonosobo,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Jawa Timur,Jember,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Jawa Timur,Jombang,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Jawa Timur,Kota Batu,3
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Jawa Timur,Kota Malang,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Jawa Timur,Kota Surabaya,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Kalimantan Barat,Sekadau,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Kalimantan Tengah,Kota Palangkaraya,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Kalimantan Timur,Kota Samarinda,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Kepulauan Riau,Kota Batam,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Lampung,Kota Bandar Lampung,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Lampung,Lampung Selatan,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Lampung,Tanggamus,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Lampung,Tulang Bawang Barat,2
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Nusa Tenggara Timur,Sumba Barat,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Papua Barat Daya,Kota Sorong,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Riau,Kota Pekanbaru,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Riau,Rokan Hulu,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Sulawesi Selatan,Bone,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Sulawesi Selatan,Kota Makassar,2
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Sulawesi Selatan,Takalar,1
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Sulawesi Selatan,Wajo,3
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Sulawesi Tengah,Poso,2
2025,Kota Adm. Jakarta Pusat,Gambir,Petojo Utara,Sulawesi Utara,Kota Manado,1
2025,Kota Adm. Jakarta Pusat,Sawah Besar,Kartini,Banten,Serang,3
2025,Kota Adm. Jakarta Pusat,Sawah Besar,Kartini,Banten,Tangerang,5
2025,Kota Adm. Jakarta Pusat,Sawah Besar,Kartini,Daerah Istimewa Yogyakarta,Gunungkidul,1
2025,Kota Adm. Jakarta Pusat,Sawah Besar,Kartini,Jambi,Kota Jambi,1
2025,Kota Adm. Jakarta Pusat,Sawah Besar,Kartini,Jawa Barat,Bekasi,9
2025,Kota Adm. Jakarta Pusat,Sawah Besar,Kartini,Jawa Barat,Bogor,11
2025,Kota Adm. Jakarta Pusat,Sawah Besar,Kartini,Jawa Barat,Ciamis,1
2025,Kota Adm. Jakarta Pusat,Sawah Besar,Kartini,Jawa Barat,Cianjur,2
2025,Kota Adm. Jakarta Pusat,Sawah Besar,Kartini,Jawa Barat,Cirebon,6
2025,Kota Adm. Jakarta Pusat,Sawah Besar,Kartini,Jawa Barat,Garut,3
2025,Kota Adm. Jakarta Pusat,Sawah Besar,Kartini,Jawa Barat,Indramayu,2
2025,Kota Adm. Jakarta Pusat,Sawah Besar,Kartini,Jawa Barat,Kota Bandung,4
2025,Kota Adm. Jakarta Pusat,Sawah Besar,Kartini,Jawa Barat,Kota Bekasi,8
2025,Kota Adm. Jakarta Pusat,Sawah Besar,Kartini,Jawa Barat,Kota Bogor,1
2025,Kota Adm. Jakarta Pusat,Sawah Besar,Kartini,Jawa Barat,Kota Depok,7
2025,Kota Adm. Jakarta Pusat,Sawah Besar,Kartini,Jawa Barat,Kota Sukabumi,2
2025,Kota Adm. Jakarta Pusat,Sawah Besar,Kartini,Jawa Barat,Kota Tasikmalaya,1
2025,Kota Adm. Jakarta Pusat,Sawah Besar,Kartini,Jawa Barat,Kuningan,1
2025,Kota Adm. Jakarta Pusat,Sawah Besar,Kartini,Jawa Barat,Majalengka,1
2025,Kota Adm. Jakarta Pusat,Sawah Besar,Kartini,Jawa Barat,Sukabumi,3
2025,Kota Adm. Jakarta Pusat,Sawah Besar,Kartini,Jawa Barat,Tasikmalaya,8
